서울 제1지역구,1,자유당,최주열,崔柱烈,남,1927,,,,무직,대졸,국제직업중학교교장
서울 제1지역구,3,자유민주당,박수형,朴秀衡,남,1920,,,,회사중역,대졸,초대시의회의원
서울 제1지역구,4,신흥당,원일,元一,남,1916,,,,공익사업,대졸,협동연구원원장
서울 제1지역구,7,보수당,박노일,朴魯一,남,1923,,,,농업,대졸,예비역공군중령
서울 제1지역구,8,민주당,신상초,申相楚,남,1921,,,,무직,대학중퇴,제5대민의원
서울 제1지역구,9,민정당,전진한,錢鎭漢,남,1901,,,,무직,대졸,제2|3|5대민의원
서울 제1지역구,11,추풍회,이세열,李世悅,남,1931,,,,무직,고졸,예비역공군중위
서울 제1지역구,12,민주공화당,여운홍,呂運弘,남,1891,,,,무직,대졸,삼의원
서울 제2지역구,1,자유당,노중신,魯重信,남,1923,,,,회사원,국방대학원졸,공군준장
서울 제2지역구,2,신민회,김경석,金景錫,남,1926,,,,실업,창녕공립보통학교졸,중외통신사편집국장
서울 제2지역구,3,자유민주당,김재인,金在寅,남,1918,,,,사법서사,단천농업학교졸,국민도의선장회이사
서울 제2지역구,6,국민의당,손원일,孫元一,남,1908,,,,무직,미국프레스토대학1년수학,국방부장관
서울 제2지역구,8,민주당,정일형,鄭一亨,남,1904,,,,무직,미국??루대학원졸,외무부장관
서울 제2지역구,9,민정당,신태악,辛泰嶽,남,1902,,,,변호사,일본중앙대학법학과졸,변호사회회장
서울 제2지역구,10,정민회,이몽필,李夢弼,남,1912,,,,회사대표,남만주의대졸,의원개업
서울 제2지역구,11,추풍회,경춘하,景春夏,남,1913,,,,무직,,서울합동시보사이사
서울 제2지역구,12,민주공화당,박인각,朴仁珏,남,1916,,,,무직,경성법학전문대학졸,당사무국장
서울 제3지역구,1,자유당,김진태,金振泰,남,1912,,,,회사원,독학,회사고문
서울 제3지역구,3,자유민주당,정인소,鄭寅笑,남,1908,,,,신생활공사총재,,제5대민의원
서울 제3지역구,5,한국독립당,서상덕,徐商德,남,1901,,,,무직,대졸,국문연구
서울 제3지역구,6,국민의당,송원영,宋元英,남,1928,,,,저술,대졸,국무총리비서관
서울 제3지역구,8,민주당,이석기,李錫基,남,1907,,,,무직,법전졸,민의원
서울 제3지역구,9,민정당,조기항,曺基沆,남,1909,,,,변호사,의전수업,시의원
서울 제3지역구,10,정민회,김윤익,金允謚,남,1915,,,,회사원,중졸,회사중역
서울 제3지역구,12,민주공화당,민관식,閔寬植,남,1918,,,,육영사업,대졸,민의원
서울 제4지역구,1,자유당,이창업,李昌業,남,1896,,,,사업,,경성부의회의원
서울 제4지역구,3,자유민주당,김경운,金耕雲,남,1919,,,,무직,대퇴,정당
서울 제4지역구,4,신흥당,조영래,趙永來,남,1934,,,,상업,대졸,강사
서울 제4지역구,6,국민의당,신정욱,申晸旭,남,1920,,,,회사원,대졸,교수
서울 제4지역구,8,민주당,최계명,崔桂明,남,1922,,,,무직,대졸,공무원
서울 제4지역구,9,민정당,이영준,李榮俊,남,1896,,,,무직,전문대졸,민의원
서울 제4지역구,10,정민회,이종선,李鍾善,남,1919,,,,무직,대퇴,회장
서울 제4지역구,11,추풍회,김운식,金雲植,남,1933,,,,회사원,고졸,회사원
서울 제4지역구,12,민주공화당,고진영,高鎭泳,남,1914,,,,출판업,사관학교졸,회장
서울 제5지역구,3,자유민주당,김용성,金龍星,남,1924,,,,무직,대졸,삼의원의원
서울 제5지역구,5,한국독립당,윤경빈,尹慶彬,남,1922,,,,정치인,대졸,
서울 제5지역구,6,국민의당,김주흥,金柱興,남,1914,,,,무직,전문대졸,서울시부의장
서울 제5지역구,8,민주당,류성권,劉聖權,남,1915,,,,무직,보전중퇴,민의원의원
서울 제5지역구,9,민정당,김제윤,金濟允,남,1922,,,,회사원,행정대학원졸,시의회의원
서울 제5지역구,12,민주공화당,정태중,鄭泰重,남,1916,,,,사업,대졸,재건국민운동성동촉진회장
